,calldate,callcount
1609,2016-03-21 22:00:00,47
1610,2016-03-21 23:00:00,49
1611,2016-03-22 00:00:00,54
1612,2016-03-22 01:00:00,30
1613,2016-03-22 02:00:00,24
1614,2016-03-22 03:00:00,16
1615,2016-03-22 04:00:00,2
1616,2016-03-22 05:00:00,4
1617,2016-03-22 06:00:00,29
1618,2016-03-22 07:00:00,34
1619,2016-03-22 08:00:00,57
1620,2016-03-22 09:00:00,83
1621,2016-03-22 10:00:00,58
1622,2016-03-22 11:00:00,65
1623,2016-03-22 12:00:00,73
1624,2016-03-22 13:00:00,63
1625,2016-03-22 14:00:00,19
1626,2016-03-22 15:00:00,75
1627,2016-03-22 16:00:00,114
1628,2016-03-22 17:00:00,105
1629,2016-03-22 18:00:00,77
1630,2016-03-22 19:00:00,44
1631,2016-03-22 20:00:00,45
1632,2016-03-22 21:00:00,27
1633,2016-03-22 22:00:00,18
1634,2016-03-22 23:00:00,43
1635,2016-03-23 00:00:00,74
1636,2016-03-23 01:00:00,12
1637,2016-03-23 02:00:00,30
1638,2016-03-23 03:00:00,2
1639,2016-03-23 04:00:00,6
1640,2016-03-23 05:00:00,12
1641,2016-03-23 06:00:00,12
1642,2016-03-23 07:00:00,18
1643,2016-03-23 08:00:00,30
1644,2016-03-23 09:00:00,49
1645,2016-03-23 10:00:00,18
1646,2016-03-23 11:00:00,58
1647,2016-03-23 12:00:00,31
1648,2016-03-23 13:00:00,45
1649,2016-03-23 14:00:00,17
1650,2016-03-23 15:00:00,24
1651,2016-03-23 16:00:00,28
1652,2016-03-23 17:00:00,83
1653,2016-03-23 18:00:00,73
1654,2016-03-23 19:00:00,77
1655,2016-03-23 20:00:00,44
1656,2016-03-23 21:00:00,56
1657,2016-03-23 22:00:00,56
1658,2016-03-23 23:00:00,51
1659,2016-03-24 00:00:00,67
1660,2016-03-24 01:00:00,22
1661,2016-03-24 02:00:00,24
1662,2016-03-24 03:00:00,13
1663,2016-03-24 04:00:00,6
1664,2016-03-24 05:00:00,4
1665,2016-03-24 06:00:00,51
1666,2016-03-24 07:00:00,45
1667,2016-03-24 08:00:00,71
1668,2016-03-24 09:00:00,54
1669,2016-03-24 10:00:00,38
1670,2016-03-24 11:00:00,66
1671,2016-03-24 12:00:00,33
1672,2016-03-24 13:00:00,33
1673,2016-03-24 14:00:00,23
1674,2016-03-24 15:00:00,56
1675,2016-03-24 16:00:00,66
1676,2016-03-24 17:00:00,72
1677,2016-03-24 18:00:00,76
1678,2016-03-24 19:00:00,68
1679,2016-03-24 20:00:00,70
1680,2016-03-24 21:00:00,63
1681,2016-03-24 22:00:00,17
1682,2016-03-24 23:00:00,32
1683,2016-03-25 01:00:00,27
1684,2016-03-25 02:00:00,22
1685,2016-03-25 03:00:00,4
1686,2016-03-25 04:00:00,8
1687,2016-03-25 05:00:00,2
1688,2016-03-25 06:00:00,1
1689,2016-03-25 07:00:00,18
1690,2016-03-25 08:00:00,39
1691,2016-03-25 09:00:00,57
1692,2016-03-25 10:00:00,35
1693,2016-03-25 11:00:00,14
1694,2016-03-25 12:00:00,23
1695,2016-03-25 13:00:00,39
1696,2016-03-25 14:00:00,29
1697,2016-03-25 15:00:00,31
1698,2016-03-25 16:00:00,18
1699,2016-03-26 00:00:00,8
1700,2016-03-26 11:00:00,49
1701,2016-03-26 12:00:00,57
1702,2016-03-26 13:00:00,65
1703,2016-03-26 14:00:00,56
1704,2016-03-26 15:00:00,76
1705,2016-03-26 16:00:00,88
1706,2016-03-26 17:00:00,48
1707,2016-03-26 18:00:00,29
1708,2016-03-26 19:00:00,15
1709,2016-03-26 20:00:00,11
1710,2016-03-26 21:00:00,8
1711,2016-03-26 22:00:00,15
1712,2016-03-26 23:00:00,28
1713,2016-03-27 00:00:00,37
1714,2016-03-27 01:00:00,6
1715,2016-03-27 02:00:00,4
1716,2016-03-27 03:00:00,7
1717,2016-03-27 04:00:00,1
1718,2016-03-27 06:00:00,19
1719,2016-03-27 07:00:00,26
1720,2016-03-27 08:00:00,25
1721,2016-03-27 09:00:00,55
1722,2016-03-27 10:00:00,61
1723,2016-03-27 11:00:00,42
1724,2016-03-27 12:00:00,118
1725,2016-03-27 13:00:00,61
1726,2016-03-27 14:00:00,21
1727,2016-03-27 15:00:00,66
1728,2016-03-27 16:00:00,98
1729,2016-03-27 17:00:00,57
1730,2016-03-27 18:00:00,37
1731,2016-03-27 19:00:00,50
1732,2016-03-27 20:00:00,63
1733,2016-03-27 21:00:00,40
1734,2016-03-27 22:00:00,38
1735,2016-03-27 23:00:00,30
1736,2016-03-28 00:00:00,34
1737,2016-03-28 01:00:00,12
1738,2016-03-28 02:00:00,23
1739,2016-03-28 03:00:00,7
1740,2016-03-28 04:00:00,4
1741,2016-03-28 05:00:00,7
1742,2016-03-28 06:00:00,20
1743,2016-03-28 07:00:00,25
1744,2016-03-28 08:00:00,34
1745,2016-03-28 09:00:00,65
1746,2016-03-28 10:00:00,66
1747,2016-03-28 11:00:00,64
1748,2016-03-28 12:00:00,50
1749,2016-03-28 13:00:00,46
1750,2016-03-28 14:00:00,24
1751,2016-03-28 15:00:00,61
1752,2016-03-28 16:00:00,62
1753,2016-03-28 17:00:00,48
1754,2016-03-28 18:00:00,45
1755,2016-03-28 19:00:00,52
1756,2016-03-28 20:00:00,13
1757,2016-03-28 21:00:00,54
1758,2016-03-28 22:00:00,34
1759,2016-03-28 23:00:00,42
1760,2016-03-29 00:00:00,43
1761,2016-03-29 01:00:00,8
1762,2016-03-29 02:00:00,12
1763,2016-03-29 03:00:00,1
1764,2016-03-29 04:00:00,6
1765,2016-03-29 05:00:00,9
1766,2016-03-29 06:00:00,35
1767,2016-03-29 07:00:00,26
1768,2016-03-29 08:00:00,32
1769,2016-03-29 09:00:00,52
1770,2016-03-29 10:00:00,42
1771,2016-03-29 11:00:00,52
1772,2016-03-29 12:00:00,87
1773,2016-03-29 13:00:00,63
1774,2016-03-29 14:00:00,18
1775,2016-03-29 15:00:00,56
1776,2016-03-29 16:00:00,43
1777,2016-03-29 17:00:00,73
1778,2016-03-29 18:00:00,52
1779,2016-03-29 19:00:00,34
1780,2016-03-29 20:00:00,40
1781,2016-03-29 21:00:00,31
1782,2016-03-29 22:00:00,28
1783,2016-03-29 23:00:00,47
1784,2016-03-30 00:00:00,65
1785,2016-03-30 01:00:00,15
1786,2016-03-30 02:00:00,10
1787,2016-03-30 09:00:00,13
1788,2016-03-30 10:00:00,30
1789,2016-03-30 11:00:00,27
1790,2016-03-30 12:00:00,47
1791,2016-03-30 13:00:00,28
1792,2016-03-30 14:00:00,9
1793,2016-03-30 15:00:00,43
1794,2016-03-30 16:00:00,62
1795,2016-03-30 17:00:00,55
1796,2016-03-30 18:00:00,68
1797,2016-03-30 19:00:00,81
1798,2016-03-30 20:00:00,37
1799,2016-03-30 21:00:00,59
1800,2016-03-30 22:00:00,27
1801,2016-03-30 23:00:00,57
1802,2016-03-31 00:00:00,24
1803,2016-03-31 01:00:00,11
1804,2016-03-31 02:00:00,22
1805,2016-03-31 03:00:00,18
1806,2016-03-31 04:00:00,16
1807,2016-03-31 05:00:00,3
1808,2016-03-31 06:00:00,18
1809,2016-03-31 07:00:00,37
1810,2016-03-31 08:00:00,50
1811,2016-03-31 09:00:00,72
1812,2016-03-31 10:00:00,92
1813,2016-03-31 11:00:00,49
1814,2016-03-31 12:00:00,82
1815,2016-03-31 13:00:00,67
1816,2016-03-31 14:00:00,35
1817,2016-03-31 15:00:00,70
1818,2016-03-31 16:00:00,56
1819,2016-03-31 17:00:00,18
1820,2016-03-31 18:00:00,44
1821,2016-03-31 19:00:00,34
1822,2016-03-31 20:00:00,21
1823,2016-03-31 21:00:00,11
1824,2016-03-31 22:00:00,33
1825,2016-03-31 23:00:00,48
1826,2016-04-01 00:00:00,11
1827,2016-04-01 01:00:00,7
1828,2016-04-01 02:00:00,19
1829,2016-04-01 03:00:00,8
1830,2016-04-01 04:00:00,3
1831,2016-04-01 05:00:00,4
1832,2016-04-01 06:00:00,14
1833,2016-04-01 07:00:00,27
1834,2016-04-01 08:00:00,49
1835,2016-04-01 09:00:00,73
1836,2016-04-01 10:00:00,38
1837,2016-04-01 11:00:00,68
1838,2016-04-01 12:00:00,54
1839,2016-04-01 13:00:00,29
1840,2016-04-01 14:00:00,23
1841,2016-04-01 15:00:00,53
1842,2016-04-01 16:00:00,57
1843,2016-04-01 17:00:00,19
1844,2016-04-01 18:00:00,8
1845,2016-04-01 19:00:00,22
1846,2016-04-01 20:00:00,9
1847,2016-04-01 21:00:00,18
1848,2016-04-01 22:00:00,9
1849,2016-04-01 23:00:00,16
1850,2016-04-02 01:00:00,9
1851,2016-04-02 02:00:00,9
1852,2016-04-02 03:00:00,8
1853,2016-04-02 04:00:00,5
1854,2016-04-02 05:00:00,10
1855,2016-04-02 06:00:00,34
1856,2016-04-02 07:00:00,21
1857,2016-04-02 08:00:00,26
1858,2016-04-02 09:00:00,48
1859,2016-04-02 10:00:00,42
1860,2016-04-02 11:00:00,50
1861,2016-04-02 12:00:00,55
1862,2016-04-02 13:00:00,27
1863,2016-04-02 17:00:00,4
1864,2016-04-02 18:00:00,3
1865,2016-04-02 19:00:00,26
1866,2016-04-02 20:00:00,18
1867,2016-04-02 21:00:00,27
1868,2016-04-02 22:00:00,9
1869,2016-04-03 10:00:00,22
1870,2016-04-03 11:00:00,7
1871,2016-04-05 00:00:00,40
1872,2016-04-05 09:00:00,25
1873,2016-04-05 10:00:00,6
1874,2016-04-05 11:00:00,44
1875,2016-04-05 12:00:00,54
1876,2016-04-05 13:00:00,31
1877,2016-04-05 14:00:00,54
1878,2016-04-05 15:00:00,48
1879,2016-04-05 16:00:00,47
1880,2016-04-05 17:00:00,64
1881,2016-04-05 18:00:00,37
1882,2016-04-05 19:00:00,37
1883,2016-04-05 20:00:00,33
1884,2016-04-05 21:00:00,34
1885,2016-04-05 22:00:00,28
1886,2016-04-05 23:00:00,24
1887,2016-04-06 00:00:00,56
1888,2016-04-06 01:00:00,6
1889,2016-04-06 02:00:00,13
1890,2016-04-06 03:00:00,9
1891,2016-04-06 04:00:00,9
1892,2016-04-06 05:00:00,14
1893,2016-04-06 06:00:00,14
1894,2016-04-06 09:00:00,2
1895,2016-04-06 16:00:00,60
1896,2016-04-06 17:00:00,38
1897,2016-04-06 18:00:00,44
1898,2016-04-06 19:00:00,51
1899,2016-04-06 20:00:00,26
1900,2016-04-06 21:00:00,44
1901,2016-04-06 22:00:00,45
1902,2016-04-06 23:00:00,50
1903,2016-04-07 00:00:00,29
1904,2016-04-07 01:00:00,13
1905,2016-04-07 02:00:00,7
1906,2016-04-07 04:00:00,5
1907,2016-04-07 05:00:00,10
1908,2016-04-07 06:00:00,55
1909,2016-04-07 07:00:00,22
1910,2016-04-07 08:00:00,49
1911,2016-04-07 09:00:00,68
1912,2016-04-07 10:00:00,33
1913,2016-04-07 11:00:00,35
1914,2016-04-07 12:00:00,65
1915,2016-04-07 13:00:00,22
1916,2016-04-07 14:00:00,28
1917,2016-04-07 15:00:00,41
1918,2016-04-07 16:00:00,38
1919,2016-04-07 17:00:00,48
1920,2016-04-07 18:00:00,59
1921,2016-04-07 19:00:00,67
1922,2016-04-07 20:00:00,14
1923,2016-04-07 21:00:00,16
1924,2016-04-07 22:00:00,18
1925,2016-04-07 23:00:00,8
1926,2016-04-08 00:00:00,41
1927,2016-04-08 01:00:00,15
1928,2016-04-08 02:00:00,17
1929,2016-04-08 03:00:00,5
1930,2016-04-08 04:00:00,3
1931,2016-04-08 05:00:00,3
1932,2016-04-08 06:00:00,42
1933,2016-04-08 07:00:00,19
1934,2016-04-08 08:00:00,42
1935,2016-04-08 09:00:00,5
1936,2016-04-08 10:00:00,1
1937,2016-04-08 14:00:00,5
1938,2016-04-08 15:00:00,20
1939,2016-04-08 16:00:00,28
1940,2016-04-08 17:00:00,54
1941,2016-04-08 18:00:00,49
1942,2016-04-08 19:00:00,45
1943,2016-04-08 20:00:00,2
1944,2016-04-08 21:00:00,8
1945,2016-04-08 22:00:00,7
1946,2016-04-08 23:00:00,28
1947,2016-04-09 00:00:00,43
1948,2016-04-09 01:00:00,8
1949,2016-04-09 02:00:00,1
1950,2016-04-09 03:00:00,11
1951,2016-04-09 04:00:00,4
1952,2016-04-09 07:00:00,20
1953,2016-04-09 08:00:00,16
1954,2016-04-09 09:00:00,56
1955,2016-04-09 10:00:00,57
1956,2016-04-09 11:00:00,65
1957,2016-04-09 12:00:00,73
1958,2016-04-09 13:00:00,65
1959,2016-04-09 14:00:00,28
1960,2016-04-09 15:00:00,41
1961,2016-04-09 16:00:00,47
1962,2016-04-09 17:00:00,24
1963,2016-04-09 18:00:00,4
1964,2016-04-09 19:00:00,21
1965,2016-04-09 20:00:00,31
1966,2016-04-09 21:00:00,36
1967,2016-04-09 22:00:00,19
1968,2016-04-09 23:00:00,15
1969,2016-04-10 01:00:00,5
1970,2016-04-10 02:00:00,5
1971,2016-04-10 03:00:00,9
1972,2016-04-10 04:00:00,4
1973,2016-04-10 05:00:00,2
1974,2016-04-10 06:00:00,10
1975,2016-04-10 07:00:00,7
1976,2016-04-10 08:00:00,32
1977,2016-04-10 09:00:00,53
1978,2016-04-10 10:00:00,56
1979,2016-04-11 01:00:00,8
1980,2016-04-11 02:00:00,3
1981,2016-04-11 03:00:00,11
1982,2016-04-11 05:00:00,7
1983,2016-04-11 06:00:00,61
1984,2016-04-11 07:00:00,19
1985,2016-04-11 08:00:00,54
1986,2016-04-11 09:00:00,50
1987,2016-04-11 10:00:00,51
1988,2016-04-12 01:00:00,14
1989,2016-04-12 02:00:00,19
1990,2016-04-12 03:00:00,9
1991,2016-04-12 06:00:00,44
1992,2016-04-12 07:00:00,25
1993,2016-04-12 08:00:00,23
1994,2016-04-12 09:00:00,45
1995,2016-04-12 10:00:00,48
1996,2016-04-13 01:00:00,23
1997,2016-04-13 02:00:00,19
1998,2016-04-13 03:00:00,13
1999,2016-04-13 04:00:00,7
2000,2016-04-13 05:00:00,8
2001,2016-04-13 06:00:00,29
2002,2016-04-13 07:00:00,23
2003,2016-04-13 08:00:00,39
2004,2016-04-13 09:00:00,38
2005,2016-04-13 10:00:00,28
2006,2016-04-14 01:00:00,16
2007,2016-04-14 02:00:00,5
2008,2016-04-14 03:00:00,3
2009,2016-04-14 05:00:00,4
2010,2016-04-14 06:00:00,11
2011,2016-04-14 07:00:00,11
2012,2016-04-14 08:00:00,41
2013,2016-04-14 09:00:00,42
2014,2016-04-14 10:00:00,20
2015,2016-04-15 01:00:00,14
2016,2016-04-15 02:00:00,22
2017,2016-04-15 03:00:00,6
2018,2016-04-15 04:00:00,2
2019,2016-04-15 06:00:00,18
2020,2016-04-15 07:00:00,26
2021,2016-04-15 08:00:00,50
2022,2016-04-15 09:00:00,39
2023,2016-04-15 10:00:00,17
2024,2016-04-16 01:00:00,3
2025,2016-04-16 02:00:00,8
2026,2016-04-16 04:00:00,3
2027,2016-04-16 05:00:00,20
2028,2016-04-16 06:00:00,39
2029,2016-04-16 07:00:00,12
2030,2016-04-16 08:00:00,24
2031,2016-04-16 09:00:00,57
2032,2016-04-16 10:00:00,20
2033,2016-04-17 01:00:00,6
2034,2016-04-17 02:00:00,8
2035,2016-04-17 03:00:00,6
2036,2016-04-17 04:00:00,3
2037,2016-04-17 05:00:00,5
2038,2016-04-17 06:00:00,22
2039,2016-04-17 07:00:00,11
2040,2016-04-17 08:00:00,14
2041,2016-04-17 09:00:00,8
2042,2016-04-17 10:00:00,14
2043,2016-04-18 01:00:00,3
2044,2016-04-18 02:00:00,5
2045,2016-04-18 03:00:00,2
2046,2016-04-18 04:00:00,4
2047,2016-04-18 05:00:00,1
2048,2016-04-18 07:00:00,16
2049,2016-04-18 08:00:00,55
2050,2016-04-18 09:00:00,37
2051,2016-04-18 10:00:00,46
2052,2016-04-19 01:00:00,9
2053,2016-04-21 01:00:00,23
2054,2016-04-21 02:00:00,7
2055,2016-04-21 03:00:00,5
2056,2016-04-21 05:00:00,3
2057,2016-04-21 06:00:00,32
2058,2016-04-21 07:00:00,33
2059,2016-04-21 08:00:00,33
2060,2016-04-21 09:00:00,69
2061,2016-04-21 10:00:00,21
2062,2016-04-22 01:00:00,3
2063,2016-04-22 02:00:00,21
2064,2016-04-22 03:00:00,10
2065,2016-04-22 04:00:00,4
2066,2016-04-22 05:00:00,3
2067,2016-04-22 06:00:00,13
2068,2016-04-22 07:00:00,14
2069,2016-04-22 08:00:00,46
2070,2016-04-22 09:00:00,41
2071,2016-04-22 10:00:00,18
2072,2016-04-23 01:00:00,6
2073,2016-04-23 02:00:00,13
2074,2016-04-23 03:00:00,10
2075,2016-04-23 04:00:00,5
2076,2016-04-23 05:00:00,13
2077,2016-04-23 06:00:00,27
2078,2016-04-23 07:00:00,12
2079,2016-04-23 08:00:00,19
2080,2016-04-23 09:00:00,42
2081,2016-04-23 10:00:00,15
2082,2016-04-24 01:00:00,4
2083,2016-04-24 02:00:00,2
2084,2016-04-24 03:00:00,5
2085,2016-04-24 04:00:00,7
2086,2016-04-24 05:00:00,7
2087,2016-04-24 06:00:00,68
2088,2016-04-24 07:00:00,31
2089,2016-04-24 08:00:00,47
2090,2016-04-24 09:00:00,35
2091,2016-04-24 10:00:00,37
2092,2016-04-25 01:00:00,11
2093,2016-04-25 02:00:00,9
2094,2016-04-25 04:00:00,1
2095,2016-04-25 05:00:00,7
2096,2016-04-25 06:00:00,14
2097,2016-04-25 07:00:00,14
2098,2016-04-25 08:00:00,38
2099,2016-04-25 09:00:00,66
2100,2016-04-25 10:00:00,55
2101,2016-04-26 01:00:00,5
2102,2016-04-26 02:00:00,23
2103,2016-04-26 03:00:00,12
2104,2016-04-26 04:00:00,5
2105,2016-04-26 05:00:00,18
2106,2016-04-26 06:00:00,20
2107,2016-04-26 07:00:00,15
2108,2016-04-26 08:00:00,20
2109,2016-04-26 09:00:00,47
2110,2016-04-26 10:00:00,12
2111,2016-04-27 01:00:00,4
2112,2016-04-27 02:00:00,7
2113,2016-04-27 03:00:00,5
2114,2016-04-27 04:00:00,6
2115,2016-04-27 05:00:00,9
2116,2016-04-27 06:00:00,35
2117,2016-04-27 07:00:00,27
2118,2016-04-27 08:00:00,39
2119,2016-04-27 09:00:00,50
2120,2016-04-27 10:00:00,15
2121,2016-04-28 01:00:00,4
2122,2016-04-28 02:00:00,18
2123,2016-04-28 03:00:00,14
2124,2016-04-28 04:00:00,5
2125,2016-04-28 05:00:00,12
2126,2016-04-28 06:00:00,30
2127,2016-04-28 07:00:00,26
2128,2016-04-28 08:00:00,32
2129,2016-04-28 09:00:00,55
2130,2016-04-28 10:00:00,10
2131,2016-04-29 01:00:00,7
2132,2016-04-29 02:00:00,8
2133,2016-04-29 03:00:00,4
2134,2016-04-29 04:00:00,10
2135,2016-04-29 05:00:00,9
2136,2016-04-29 06:00:00,9
2137,2016-04-29 07:00:00,9
2138,2016-04-29 08:00:00,39
2139,2016-04-29 09:00:00,32
2140,2016-04-29 10:00:00,19
2141,2016-04-30 01:00:00,7
2142,2016-04-30 02:00:00,9
2143,2016-04-30 06:00:00,17
2144,2016-04-30 07:00:00,14
2145,2016-04-30 08:00:00,20
2146,2016-04-30 09:00:00,61
2147,2016-04-30 10:00:00,28
2148,2016-05-01 00:00:00,29
2149,2016-05-01 01:00:00,16
2150,2016-05-01 02:00:00,11
2151,2016-05-01 03:00:00,7
2152,2016-05-01 05:00:00,3
2153,2016-05-01 06:00:00,56
2154,2016-05-01 07:00:00,25
2155,2016-05-01 08:00:00,19
2156,2016-05-01 09:00:00,14
2157,2016-05-01 10:00:00,17
2158,2016-05-01 11:00:00,18
2159,2016-05-01 12:00:00,18
2160,2016-05-01 13:00:00,18
2161,2016-05-01 14:00:00,3
2162,2016-05-01 15:00:00,19
2163,2016-05-01 16:00:00,12
2164,2016-05-01 17:00:00,32
2165,2016-05-01 18:00:00,23
2166,2016-05-01 19:00:00,12
2167,2016-05-01 20:00:00,13
2168,2016-05-01 21:00:00,10
2169,2016-05-01 22:00:00,12
2170,2016-05-01 23:00:00,36
2171,2016-05-02 00:00:00,30
2172,2016-05-02 01:00:00,9
2173,2016-05-02 02:00:00,2
2174,2016-05-02 03:00:00,8
2175,2016-05-02 04:00:00,3
2176,2016-05-02 05:00:00,1
2177,2016-05-02 06:00:00,12
2178,2016-05-02 07:00:00,14
2179,2016-05-02 08:00:00,34
2180,2016-05-02 09:00:00,41
2181,2016-05-02 10:00:00,17
2182,2016-05-02 11:00:00,41
2183,2016-05-02 12:00:00,32
2184,2016-05-02 13:00:00,29
2185,2016-05-02 14:00:00,16
2186,2016-05-02 15:00:00,27
2187,2016-05-02 16:00:00,18
2188,2016-05-02 17:00:00,23
2189,2016-05-02 18:00:00,18
2190,2016-05-02 19:00:00,33
2191,2016-05-02 20:00:00,16
2192,2016-05-02 21:00:00,17
2193,2016-05-02 22:00:00,16
2194,2016-05-02 23:00:00,26
2195,2016-05-03 00:00:00,34
2196,2016-05-03 01:00:00,2
2197,2016-05-03 02:00:00,6
2198,2016-05-03 03:00:00,4
2199,2016-05-03 04:00:00,2
2200,2016-05-03 05:00:00,3
2201,2016-05-03 06:00:00,2
2202,2016-05-03 07:00:00,14
2203,2016-05-03 08:00:00,26
2204,2016-05-03 09:00:00,28
2205,2016-05-03 10:00:00,21
2206,2016-05-03 11:00:00,46
2207,2016-05-03 12:00:00,34
2208,2016-05-03 13:00:00,29
2209,2016-05-03 14:00:00,13
2210,2016-05-03 15:00:00,45
2211,2016-05-03 16:00:00,49
2212,2016-05-03 17:00:00,26
2213,2016-05-03 18:00:00,49
2214,2016-05-03 19:00:00,51
2215,2016-05-03 20:00:00,35
2216,2016-05-03 21:00:00,29
2217,2016-05-03 22:00:00,17
2218,2016-05-03 23:00:00,24
2219,2016-05-04 00:00:00,20
2220,2016-05-04 01:00:00,13
2221,2016-05-04 02:00:00,11
2222,2016-05-04 03:00:00,5
2223,2016-05-04 04:00:00,2
2224,2016-05-04 06:00:00,2
2225,2016-05-04 07:00:00,24
2226,2016-05-04 08:00:00,18
2227,2016-05-04 09:00:00,10
2228,2016-05-04 10:00:00,21
2229,2016-05-04 11:00:00,34
2230,2016-05-04 12:00:00,16
2231,2016-05-04 13:00:00,11
2232,2016-05-04 14:00:00,5
2233,2016-05-04 15:00:00,30
2234,2016-05-04 16:00:00,25
2235,2016-05-04 17:00:00,28
2236,2016-05-04 18:00:00,11
2237,2016-05-04 19:00:00,4
2238,2016-05-04 20:00:00,10
2239,2016-05-04 21:00:00,27
2240,2016-05-04 22:00:00,9
2241,2016-05-04 23:00:00,40
2242,2016-05-05 00:00:00,21
2243,2016-05-05 01:00:00,8
2244,2016-05-05 02:00:00,2
2245,2016-05-05 04:00:00,3
2246,2016-05-05 05:00:00,4
2247,2016-05-05 06:00:00,19
2248,2016-05-05 07:00:00,26
2249,2016-05-05 08:00:00,17
2250,2016-05-05 09:00:00,36
2251,2016-05-05 10:00:00,36
2252,2016-05-05 11:00:00,36
2253,2016-05-05 12:00:00,22
2254,2016-05-05 13:00:00,16
2255,2016-05-05 14:00:00,23
2256,2016-05-05 15:00:00,45
2257,2016-05-05 16:00:00,23
2258,2016-05-05 17:00:00,20
2259,2016-05-05 18:00:00,27
2260,2016-05-05 19:00:00,23
2261,2016-05-05 20:00:00,27
2262,2016-05-05 21:00:00,6
2263,2016-05-05 22:00:00,16
2264,2016-05-05 23:00:00,16
2265,2016-05-06 00:00:00,56
2266,2016-05-06 01:00:00,1
2267,2016-05-06 02:00:00,5
2268,2016-05-06 03:00:00,4
2269,2016-05-06 04:00:00,2
2270,2016-05-06 05:00:00,6
2271,2016-05-06 06:00:00,19
2272,2016-05-06 07:00:00,4
2273,2016-05-06 08:00:00,21
2274,2016-05-06 09:00:00,18
2275,2016-05-06 10:00:00,19
2276,2016-05-06 11:00:00,25
2277,2016-05-06 12:00:00,35
2278,2016-05-06 13:00:00,13
2279,2016-05-06 14:00:00,19
2280,2016-05-06 15:00:00,41
2281,2016-05-06 16:00:00,11
2282,2016-05-06 17:00:00,11
2283,2016-05-06 18:00:00,28
2284,2016-05-06 19:00:00,39
2285,2016-05-06 20:00:00,32
2286,2016-05-06 21:00:00,51
2287,2016-05-06 22:00:00,10
2288,2016-05-06 23:00:00,13
2289,2016-05-07 00:00:00,23
2290,2016-05-07 01:00:00,5
2291,2016-05-07 02:00:00,4
2292,2016-05-07 03:00:00,2
2293,2016-05-07 04:00:00,1
2294,2016-05-07 05:00:00,4
2295,2016-05-07 06:00:00,57
2296,2016-05-07 07:00:00,15
2297,2016-05-07 08:00:00,18
2298,2016-05-07 09:00:00,30
2299,2016-05-07 10:00:00,15
2300,2016-05-07 11:00:00,31
2301,2016-05-07 12:00:00,19
2302,2016-05-07 13:00:00,19
2303,2016-05-07 14:00:00,23
2304,2016-05-07 15:00:00,44
2305,2016-05-07 16:00:00,38
2306,2016-05-07 17:00:00,33
2307,2016-05-07 18:00:00,29
2308,2016-05-07 19:00:00,51
2309,2016-05-07 20:00:00,31
2310,2016-05-07 21:00:00,41
2311,2016-05-07 22:00:00,32
2312,2016-05-07 23:00:00,32
2313,2016-05-08 00:00:00,24
2314,2016-05-08 01:00:00,8
2315,2016-05-08 02:00:00,1
2316,2016-05-08 03:00:00,4
2317,2016-05-08 04:00:00,2
2318,2016-05-08 05:00:00,2
2319,2016-05-08 06:00:00,20
2320,2016-05-08 07:00:00,4
2321,2016-05-08 08:00:00,25
2322,2016-05-08 09:00:00,44
2323,2016-05-08 10:00:00,20
2324,2016-05-08 11:00:00,24
2325,2016-05-08 12:00:00,31
2326,2016-05-08 13:00:00,47
2327,2016-05-08 14:00:00,22
2328,2016-05-08 15:00:00,25
2329,2016-05-08 16:00:00,21
2330,2016-05-08 17:00:00,28
2331,2016-05-08 18:00:00,23
2332,2016-05-08 19:00:00,17
2333,2016-05-08 20:00:00,15
2334,2016-05-08 21:00:00,4
2335,2016-05-08 22:00:00,17
2336,2016-05-08 23:00:00,30
2337,2016-05-09 00:00:00,25
2338,2016-05-09 02:00:00,4
2339,2016-05-09 03:00:00,3
2340,2016-05-09 04:00:00,3
2341,2016-05-09 05:00:00,4
2342,2016-05-09 06:00:00,31
2343,2016-05-09 07:00:00,19
2344,2016-05-09 08:00:00,26
2345,2016-05-09 09:00:00,53
2346,2016-05-09 10:00:00,20
2347,2016-05-09 11:00:00,10
2348,2016-05-09 12:00:00,34
2349,2016-05-09 13:00:00,12
2350,2016-05-09 14:00:00,15
2351,2016-05-09 15:00:00,18
2352,2016-05-09 16:00:00,27
2353,2016-05-09 17:00:00,34
2354,2016-05-09 18:00:00,22
2355,2016-05-09 19:00:00,14
2356,2016-05-09 20:00:00,14
2357,2016-05-09 21:00:00,30
2358,2016-05-09 22:00:00,7
2359,2016-05-09 23:00:00,22
2360,2016-05-10 01:00:00,11
2361,2016-05-10 02:00:00,8
2362,2016-05-10 03:00:00,5
2363,2016-05-10 05:00:00,6
2364,2016-05-10 06:00:00,32
2365,2016-05-10 07:00:00,23
2366,2016-05-10 08:00:00,36
2367,2016-05-10 09:00:00,25
2368,2016-05-10 10:00:00,22
2369,2016-05-10 11:00:00,42
2370,2016-05-10 12:00:00,37
2371,2016-05-10 13:00:00,29
2372,2016-05-10 14:00:00,21
2373,2016-05-10 15:00:00,33
2374,2016-05-10 16:00:00,42
2375,2016-05-10 17:00:00,41
2376,2016-05-10 18:00:00,31
2377,2016-05-10 19:00:00,28
2378,2016-05-11 00:00:00,35
2379,2016-05-11 09:00:00,1
2380,2016-05-11 10:00:00,11
2381,2016-05-11 11:00:00,9
2382,2016-05-11 12:00:00,27
2383,2016-05-11 13:00:00,25
2384,2016-05-11 14:00:00,18
2385,2016-05-11 15:00:00,36
